"","master_metadata_album_artist_name","count","hours","percentage"
"710","Yaeji",36,1.7743175,0.0262318016875792
"711","why mona",36,1.33205944444444,0.0262318016875792
"712","Alton Ellis",35,1.51112777777778,0.0255031405295909
"713","Daniel Kadawatha",35,1.88734944444444,0.0255031405295909
"714","Isaiah Rashad",35,1.69503611111111,0.0255031405295909
"715","Jonas Blue",35,1.27277388888889,0.0255031405295909
"716","Kimberley Tell",35,1.84602083333333,0.0255031405295909
"717","MYNGA",35,1.82805055555556,0.0255031405295909
"718","Mac Tyer",35,1.88716416666667,0.0255031405295909
"719","Oby Onyioha",35,2.93848555555556,0.0255031405295909
"720","The Rolling Stones",35,2.31329472222222,0.0255031405295909
"721","half•alive",35,2.05570861111111,0.0255031405295909
"722","A.CHAL",34,1.59208722222222,0.0247744793716026
"723","Alec Benjamin",34,1.51540527777778,0.0247744793716026
"724","Babe Rainbow",34,1.75752138888889,0.0247744793716026
"725","Bender",34,1.68910666666667,0.0247744793716026
"726","Charlie Charles",34,1.17099916666667,0.0247744793716026
"727","Chuck Wonderland",34,1.64693972222222,0.0247744793716026
"728","Clairo",34,1.53019555555556,0.0247744793716026
"729","Flamingosis",34,1.69751833333333,0.0247744793716026
"730","Funky Destination",34,2.76172166666667,0.0247744793716026
"731","Justice",34,2.06785361111111,0.0247744793716026
"732","KAROL G",34,1.47829388888889,0.0247744793716026
"733","Kalaido",34,1.838665,0.0247744793716026
"734","Koop",34,1.96885083333333,0.0247744793716026
"735","Kraak & Smaak",34,1.70941722222222,0.0247744793716026
"736","Kupla",34,1.46479222222222,0.0247744793716026
"737","Lady Bee",34,1.8395,0.0247744793716026
"738","Lamb",34,1.81717805555556,0.0247744793716026
"739","Like Mike",34,1.44927972222222,0.0247744793716026
"740","Lilac",34,1.43398861111111,0.0247744793716026
